/Users/punia/Projects/ordinals/ordinals/image_947.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_1994.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1097.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_414.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_101.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_1428.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_551.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1582.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_1078.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_802.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_678.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_382.jpeg,5
/Users/punia/Projects/ordinals/ordinals/image_1351.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_228.jpeg,9
/Users/punia/Projects/ordinals/ordinals/image_1701.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_33.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1214.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_697.jpeg,8
/Users/punia/Projects/ordinals/ordinals/image_1644.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_443.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_1490.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_1869.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_910.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_855.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_1886.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_506.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_156.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1185.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_64.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_785.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1756.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1306.jpeg,5
/Users/punia/Projects/ordinals/ordinals/image_1613.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_290.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_1243.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_906.jpeg,5
/Users/punia/Projects/ordinals/ordinals/image_1486.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_455.jpeg,9
/Users/punia/Projects/ordinals/ordinals/image_1193.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_140.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1469.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_510.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1039.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1890.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_843.jpeg,5
/Users/punia/Projects/ordinals/ordinals/image_639.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1310.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_269.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1740.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_793.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_72.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_1255.jpeg,5
/Users/punia/Projects/ordinals/ordinals/image_286.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_1605.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_402.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1081.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1828.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_1982.jpeg,5
/Users/punia/Projects/ordinals/ordinals/image_951.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_814.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1594.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_547.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_117.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_25.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_1717.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1347.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_394.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_1652.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_681.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1202.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_1916.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1015.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1445.jpeg,5
/Users/punia/Projects/ordinals/ordinals/image_496.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_479.jpeg,8
/Users/punia/Projects/ordinals/ordinals/image_1150.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_183.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_1500.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1853.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_880.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_300.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1629.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1783.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_750.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1279.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_2005.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1296.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_245.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_615.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1412.jpeg,9
/Users/punia/Projects/ordinals/ordinals/image_1042.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_838.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_1941.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_992.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1804.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_1557.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_584.jpeg,9
/Users/punia/Projects/ordinals/ordinals/image_1107.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_707.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_1384.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_357.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_1691.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_642.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_212.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_984.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_1957.jpeg,5
/Users/punia/Projects/ordinals/ordinals/image_1054.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1404.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_438.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_1111.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_592.jpeg,9
/Users/punia/Projects/ordinals/ordinals/image_1541.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_1812.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_341.jpeg,9
/Users/punia/Projects/ordinals/ordinals/image_1392.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_1668.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_711.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1238.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_204.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_654.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1687.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_480.jpeg,8
/Users/punia/Projects/ordinals/ordinals/image_1453.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1003.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_879.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_1900.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_896.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1845.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1516.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_195.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1146.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_2013.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_746.jpeg,5
/Users/punia/Projects/ordinals/ordinals/image_1795.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_316.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_603.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_253.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_1280.jpeg,1
/Users/punia/Projects/ordinals/ordinals/image_48.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_224.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_674.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_361.jpeg,2
/Users/punia/Projects/ordinals/ordinals/image_1648.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_731.jpeg,5
/Users/punia/Projects/ordinals/ordinals/image_1218.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_6.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_418.jpeg,0
/Users/punia/Projects/ordinals/ordinals/image_1131.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1561.jpeg,6
/Users/punia/Projects/ordinals/ordinals/image_1832.jpeg,3
/Users/punia/Projects/ordinals/ordinals/image_1998.jpeg,4
/Users/punia/Projects/ordinals/ordinals/image_1977.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_1074.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_1424.jpeg,7
/Users/punia/Projects/ordinals/ordinals/image_623.jpeg,5
